ticket_id,title,description,category,priority,assignee_id
665,Проблемы с безопасностью,Обнаружена подозрительная активность,security,critical,40
666,Обновление системы,Запуск диагностики,maintenance,high,44
667,Не работает принтер,Аппаратная ошибка,hardware,low,43
668,Авторизация,Ошибка при входе в систему,access,high,41
669,Не работает ПО,Программа не запускается,software,critical,45
670,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
671,Проблемы с монитором,Оборудование не отвечает,hardware,critical,43
672,Проблемы с безопасностью,Проблемы с настройками безопасности,security,critical,40
673,Проблемы с монитором,Аппаратная ошибка,hardware,low,43
674,Проблемы с сетью,Ошибка сетевого подключения,network,low,46
675,Профилактика,Необходимо обновить ПО,maintenance,critical,44
676,Авторизация,Не удается сбросить пароль,access,low,41
677,Проблемы с монитором,Устройство не включается,hardware,high,43
678,Ошибка в программе,Ошибка при выполнении,software,low,45
679,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
680,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
681,Не работает ПО,Ошибка при выполнении,software,high,45
682,Проблемы с сетью,Ошибка сетевого подключения,network,low,46
683,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
684,Проверка оборудования,Требуется плановая проверка,maintenance,medium,44
685,Проблемы с учетной записью,Аккаунт заблокирован,accounts,low,47
686,Несанкционированный доступ,Попытка несанкционированного доступа,security,medium,40
687,Не работает ПО,Не удается установить обновление,software,medium,45
688,Сброс пароля,Ошибка при входе в систему,access,high,41
689,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
690,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
691,Сломался компьютер,Аппаратная ошибка,hardware,medium,43
692,Проблемы с доступом,Проблемы с двухфакторной аутентификацией,access,high,41
693,Проверка оборудования,Необходимо обновить ПО,maintenance,medium,44
694,Ошибка подключения,Проблемы с Wi-Fi,network,high,46
695,Блокировка аккаунта,Аккаунт заблокирован,accounts,high,47
696,Проблемы с доступом,Не удается сбросить пароль,access,critical,41
697,Сломался компьютер,Оборудование не отвечает,hardware,high,43
698,Ошибка подключения,Ошибка сетевого подключения,network,low,46
699,Не работает ПО,Программа не запускается,software,medium,45
700,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
701,Проблемы с монитором,Устройство не включается,hardware,high,43
702,Проверка оборудования,Запуск диагностики,maintenance,medium,44
703,Не работает принтер,Аппаратная ошибка,hardware,critical,43
704,Авторизация,Не удается сбросить пароль,access,low,41
705,Создание нового аккаунта,Аккаунт заблокирован,accounts,high,47
706,Проблемы с сетью,Не работает интернет,network,high,46
707,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
708,Проблемы с доступом,Ошибка при входе в систему,access,medium,41
709,Проблемы с монитором,Оборудование не отвечает,hardware,critical,43
710,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
711,Проверка оборудования,Требуется плановая проверка,maintenance,medium,44
712,Сброс пароля,Проблемы с двухфакторной аутентификацией,access,medium,41
713,Не работает принтер,Аппаратная ошибка,hardware,critical,43
714,Подозрительная активность,Обнаружена подозрительная активность,security,medium,40
715,Проблемы с учетной записью,Аккаунт заблокирован,accounts,critical,47
716,Сброс пароля,Не удается сбросить пароль,access,critical,41
717,Не работает ПО,Ошибка при выполнении,software,high,45
718,Проблемы с сетью,Ошибка сетевого подключения,network,medium,46
719,Проблемы с монитором,Аппаратная ошибка,hardware,high,43
720,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
721,Несанкционированный доступ,Обнаружена подозрительная активность,security,high,40
722,Проблемы с сетью,Ошибка сетевого подключения,network,critical,46
723,Ошибка в программе,Не удается установить обновление,software,medium,45
724,Проблемы с доступом,Ошибка при входе в систему,access,critical,41
725,Блокировка аккаунта,Проблемы с доступом к аккаунту,accounts,high,47
726,Ошибка в программе,Не удается установить обновление,software,critical,45
727,Проблемы с монитором,Аппаратная ошибка,hardware,low,43
728,Подозрительная активность,Обнаружена подозрительная активность,security,high,40
729,Проверка оборудования,Необходимо обновить ПО,maintenance,medium,44
730,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
731,Сломался компьютер,Оборудование не отвечает,hardware,high,43
732,Проблемы с доступом,Не удается сбросить пароль,access,low,41
733,Не работает принтер,Устройство не включается,hardware,high,43
734,Ошибка подключения,Не работает интернет,network,high,46
735,Проблемы с безопасностью,Проблемы с настройками безопасности,security,critical,40
736,Авторизация,Проблемы с двухфакторной аутентификацией,access,low,41
737,Не работает принтер,Оборудование не отвечает,hardware,medium,43
738,Профилактика,Запуск диагностики,maintenance,medium,44
739,Проблемы с монитором,Устройство не включается,hardware,high,43
740,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
741,Проблемы с приложением,Программа не запускается,software,critical,45
742,Несанкционированный доступ,Попытка несанкционированного доступа,security,high,40
743,Не работает принтер,Оборудование не отвечает,hardware,medium,43
744,Сброс пароля,Не удается сбросить пароль,access,medium,41
745,Проблемы с учетной записью,Не удается создать учетную запись,accounts,low,47
746,Ошибка подключения,Ошибка сетевого подключения,network,low,46
747,Проверка оборудования,Запуск диагностики,maintenance,low,44
748,Авторизация,Ошибка при входе в систему,access,high,41
749,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
750,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
751,Сломался компьютер,Аппаратная ошибка,hardware,low,43
752,Проблемы с доступом,Ошибка при входе в систему,access,low,41
753,Не работает ПО,Ошибка при выполнении,software,critical,45
754,Ошибка подключения,Ошибка сетевого подключения,network,critical,46
755,Блокировка аккаунта,Проблемы с доступом к аккаунту,accounts,critical,47
756,Обновление системы,Необходимо обновить ПО,maintenance,medium,44
757,Не работает принтер,Устройство не включается,hardware,high,43
758,Ошибка подключения,Проблемы с Wi-Fi,network,medium,46
759,Проблемы с приложением,Ошибка при выполнении,software,medium,45
760,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
761,Не работает принтер,Аппаратная ошибка,hardware,low,43
762,Проблемы с приложением,Ошибка при выполнении,software,medium,45
763,Несанкционированный доступ,Попытка несанкционированного доступа,security,low,40
764,Авторизация,Проблемы с двухфакторной аутентификацией,access,high,41
765,Проверка оборудования,Запуск диагностики,maintenance,low,44
766,Нет интернета,Не работает интернет,network,high,46
767,Проблемы с монитором,Устройство не включается,hardware,high,43
768,Проблемы с доступом,Ошибка при входе в систему,access,high,41
769,Проблемы с монитором,Оборудование не отвечает,hardware,low,43
770,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
771,Не работает ПО,Ошибка при выполнении,software,critical,45
772,Сброс пароля,Проблемы с двухфакторной аутентификацией,access,high,41
773,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
774,Обновление системы,Запуск диагностики,maintenance,low,44
775,Блокировка аккаунта,Проблемы с доступом к аккаунту,accounts,medium,47
776,Проблемы с доступом,Проблемы с двухфакторной аутентификацией,access,high,41
777,Несанкционированный доступ,Попытка несанкционированного доступа,security,low,40
778,Ошибка подключения,Не работает интернет,network,high,46
779,Сломался компьютер,Оборудование не отвечает,hardware,high,43
780,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
781,Не работает принтер,Устройство не включается,hardware,high,43
782,Нет интернета,Проблемы с Wi-Fi,network,high,46
783,Профилактика,Запуск диагностики,maintenance,high,44
784,Подозрительная активность,Проблемы с настройками безопасности,security,critical,40
785,Блокировка аккаунта,Не удается создать учетную запись,accounts,low,47
786,Проблемы с приложением,Программа не запускается,software,medium,45
787,Проблемы с монитором,Аппаратная ошибка,hardware,medium,43
788,Проблемы с доступом,Ошибка при входе в систему,access,medium,41
789,Ошибка в программе,Ошибка при выполнении,software,low,45
790,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
791,Подозрительная активность,Попытка несанкционированного доступа,security,low,40
792,Профилактика,Запуск диагностики,maintenance,low,44
793,Сломался компьютер,Аппаратная ошибка,hardware,critical,43
794,Ошибка подключения,Не работает интернет,network,high,46
795,Создание нового аккаунта,Не удается создать учетную запись,accounts,low,47
796,Сброс пароля,Ошибка при входе в систему,access,critical,41
797,Проблемы с монитором,Оборудование не отвечает,hardware,low,43
798,Проблемы с безопасностью,Попытка несанкционированного доступа,security,medium,40
799,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
800,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
801,Обновление системы,Запуск диагностики,maintenance,medium,44
802,Проблемы с сетью,Проблемы с Wi-Fi,network,medium,46
803,Проблемы с монитором,Оборудование не отвечает,hardware,low,43
804,Сброс пароля,Ошибка при входе в систему,access,medium,41
805,Проблемы с безопасностью,Проблемы с настройками безопасности,security,critical,40
806,Проблемы с сетью,Проблемы с Wi-Fi,network,critical,46
807,Ошибка в программе,Ошибка при выполнении,software,low,45
808,Авторизация,Не удается сбросить пароль,access,critical,41
809,Сломался компьютер,Устройство не включается,hardware,high,43
810,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
811,Проблемы с монитором,Аппаратная ошибка,hardware,critical,43
812,Несанкционированный доступ,Обнаружена подозрительная активность,security,high,40
813,Проблемы с приложением,Программа не запускается,software,medium,45
814,Нет интернета,Не работает интернет,network,high,46
815,Создание нового аккаунта,Проблемы с доступом к аккаунту,accounts,high,47
816,Сброс пароля,Не удается сбросить пароль,access,high,41
817,Сломался компьютер,Аппаратная ошибка,hardware,high,43
818,Нет интернета,Не работает интернет,network,high,46
819,Обновление системы,Запуск диагностики,maintenance,low,44
820,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
821,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
822,Ошибка в программе,Не удается установить обновление,software,critical,45
823,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
824,Авторизация,Ошибка при входе в систему,access,high,41
825,Блокировка аккаунта,Не удается создать учетную запись,accounts,low,47
826,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
827,Проблемы с монитором,Устройство не включается,hardware,high,43
828,Обновление системы,Требуется плановая проверка,maintenance,low,44
829,Не работает принтер,Оборудование не отвечает,hardware,medium,43
830,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
831,Проблемы с приложением,Не удается установить обновление,software,medium,45
832,Сброс пароля,Не удается сбросить пароль,access,critical,41
833,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
834,Не работает ПО,Ошибка при выполнении,software,critical,45
835,Блокировка аккаунта,Аккаунт заблокирован,accounts,critical,47
836,Проблемы с доступом,Ошибка при входе в систему,access,high,41
837,Обновление системы,Необходимо обновить ПО,maintenance,medium,44
838,Ошибка подключения,Не работает интернет,network,high,46
839,Сломался компьютер,Устройство не включается,hardware,high,43
840,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
841,Проблемы с монитором,Аппаратная ошибка,hardware,critical,43
842,Проблемы с сетью,Проблемы с Wi-Fi,network,high,46
843,Не работает ПО,Ошибка при выполнении,software,high,45
844,Авторизация,Не удается сбросить пароль,access,critical,41
845,Блокировка аккаунта,Не удается создать учетную запись,accounts,medium,47
846,Профилактика,Необходимо обновить ПО,maintenance,high,44
847,Подозрительная активность,Попытка несанкционированного доступа,security,high,40
848,Сброс пароля,Ошибка при входе в систему,access,high,41
849,Не работает ПО,Ошибка при выполнении,software,low,45
850,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
851,Сломался компьютер,Оборудование не отвечает,hardware,critical,43
852,Сброс пароля,Ошибка при входе в систему,access,medium,41
853,Не работает принтер,Устройство не включается,hardware,high,43
854,Несанкционированный доступ,Попытка несанкционированного доступа,security,low,40
855,Проверка оборудования,Требуется плановая проверка,maintenance,high,44
856,Проблемы с доступом,Не удается сбросить пароль,access,medium,41
857,Не работает принтер,Устройство не включается,hardware,high,43
858,Проблемы с приложением,Ошибка при выполнении,software,high,45
859,Не работает принтер,Аппаратная ошибка,hardware,low,43
860,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
861,Подозрительная активность,Обнаружена подозрительная активность,security,high,40
862,Проблемы с сетью,Не работает интернет,network,high,46
863,Не работает принтер,Аппаратная ошибка,hardware,high,43
864,Обновление системы,Требуется плановая проверка,maintenance,high,44
865,Блокировка аккаунта,Аккаунт заблокирован,accounts,low,47
866,Нет интернета,Проблемы с Wi-Fi,network,critical,46
867,Проблемы с приложением,Ошибка при выполнении,software,medium,45
868,Проблемы с безопасностью,Попытка несанкционированного доступа,security,critical,40
869,Проблемы с монитором,Аппаратная ошибка,hardware,medium,43
870,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
871,Не работает принтер,Аппаратная ошибка,hardware,medium,43
872,Авторизация,Проблемы с двухфакторной аутентификацией,access,medium,41
873,Обновление системы,Необходимо обновить ПО,maintenance,medium,44
874,Нет интернета,Ошибка сетевого подключения,network,medium,46
875,Несанкционированный доступ,Обнаружена подозрительная активность,security,medium,40
876,Проблемы с доступом,Не удается сбросить пароль,access,high,41
877,Проблемы с монитором,Аппаратная ошибка,hardware,medium,43
878,Проблемы с сетью,Проблемы с Wi-Fi,network,high,46
879,Не работает ПО,Не удается установить обновление,software,low,45
880,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
881,Проблемы с монитором,Оборудование не отвечает,hardware,low,43
882,Профилактика,Требуется плановая проверка,maintenance,high,44
883,Не работает принтер,Аппаратная ошибка,hardware,high,43
884,Авторизация,Проблемы с двухфакторной аутентификацией,access,critical,41
885,Проблемы с учетной записью,Аккаунт заблокирован,accounts,medium,47
886,Нет интернета,Проблемы с Wi-Fi,network,low,46
887,Не работает принтер,Устройство не включается,hardware,high,43
888,Проблемы с доступом,Ошибка при входе в систему,access,critical,41
889,Подозрительная активность,Обнаружена подозрительная активность,security,critical,40
890,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
891,Обновление системы,Необходимо обновить ПО,maintenance,medium,44
892,Сброс пароля,Не удается сбросить пароль,access,critical,41
893,Проблемы с монитором,Устройство не включается,hardware,high,43
894,Проблемы с приложением,Программа не запускается,software,high,45
895,Проблемы с учетной записью,Не удается создать учетную запись,accounts,high,47
896,Подозрительная активность,Обнаружена подозрительная активность,security,critical,40
897,Проблемы с приложением,Программа не запускается,software,medium,45
898,Ошибка подключения,Ошибка сетевого подключения,network,low,46
899,Сломался компьютер,Оборудование не отвечает,hardware,high,43
900,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
901,Не работает принтер,Аппаратная ошибка,hardware,high,43
902,Ошибка подключения,Ошибка сетевого подключения,network,critical,46
903,Подозрительная активность,Проблемы с настройками безопасности,security,critical,40
904,Авторизация,Не удается сбросить пароль,access,low,41
905,Создание нового аккаунта,Проблемы с доступом к аккаунту,accounts,low,47
906,Не работает ПО,Программа не запускается,software,medium,45
907,Проблемы с монитором,Устройство не включается,hardware,high,43
908,Проблемы с доступом,Не удается сбросить пароль,access,high,41
909,Обновление системы,Необходимо обновить ПО,maintenance,low,44
910,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
911,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
912,Авторизация,Проблемы с двухфакторной аутентификацией,access,medium,41
913,Не работает принтер,Оборудование не отвечает,hardware,low,43
914,Проблемы с сетью,Не работает интернет,network,high,46
915,Создание нового аккаунта,Аккаунт заблокирован,accounts,high,47
916,Авторизация,Проблемы с двухфакторной аутентификацией,access,high,41
917,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
918,Профилактика,Запуск диагностики,maintenance,low,44
919,Не работает принтер,Устройство не включается,hardware,high,43
920,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
921,Проблемы с приложением,Ошибка при выполнении,software,critical,45
922,Проблемы с сетью,Не работает интернет,network,high,46
923,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
924,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
925,Блокировка аккаунта,Не удается создать учетную запись,accounts,high,47
926,Ошибка подключения,Проблемы с Wi-Fi,network,low,46
927,Профилактика,Необходимо обновить ПО,maintenance,high,44
928,Сброс пароля,Не удается сбросить пароль,access,critical,41
929,Проблемы с монитором,Оборудование не отвечает,hardware,high,43
930,Неопределенная ошибка,Ошибка без подробного описания,undefined,high,42
931,Проблемы с безопасностью,Обнаружена подозрительная активность,security,low,40
932,Авторизация,Не удается сбросить пароль,access,critical,41
933,Не работает ПО,Не удается установить обновление,software,high,45
934,Проблемы с сетью,Проблемы с Wi-Fi,network,medium,46
935,Проблемы с учетной записью,Аккаунт заблокирован,accounts,high,47
936,Обновление системы,Необходимо обновить ПО,maintenance,low,44
937,Проблемы с монитором,Устройство не включается,hardware,high,43
938,Несанкционированный доступ,Обнаружена подозрительная активность,security,low,40
939,Проблемы с приложением,Программа не запускается,software,critical,45
940,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
941,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
942,Проблемы с приложением,Ошибка при выполнении,software,high,45
943,Сломался компьютер,Устройство не включается,hardware,high,43
944,Проблемы с доступом,Ошибка при входе в систему,access,critical,41
945,Проверка оборудования,Требуется плановая проверка,maintenance,medium,44
946,Ошибка подключения,Не работает интернет,network,high,46
947,Сломался компьютер,Аппаратная ошибка,hardware,low,43
948,Проблемы с доступом,Ошибка при входе в систему,access,high,41
949,Не работает принтер,Аппаратная ошибка,hardware,medium,43
950,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
951,Не работает ПО,Не удается установить обновление,software,critical,45
952,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
953,Не работает принтер,Оборудование не отвечает,hardware,critical,43
954,Проверка оборудования,Требуется плановая проверка,maintenance,low,44
955,Проблемы с учетной записью,Проблемы с доступом к аккаунту,accounts,critical,47
956,Авторизация,Не удается сбросить пароль,access,low,41
957,Ошибка в программе,Ошибка при выполнении,software,high,45
958,Ошибка подключения,Не работает интернет,network,high,46
959,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
960,Неопределенная ошибка,Ошибка без подробного описания,undefined,low,42
961,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
962,Ошибка подключения,Проблемы с Wi-Fi,network,critical,46
963,Обновление системы,Запуск диагностики,maintenance,low,44
964,Проблемы с доступом,Ошибка при входе в систему,access,medium,41
965,Создание нового аккаунта,Аккаунт заблокирован,accounts,critical,47
966,Проблемы с безопасностью,Обнаружена подозрительная активность,security,medium,40
967,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
968,Авторизация,Проблемы с двухфакторной аутентификацией,access,high,41
969,Не работает ПО,Ошибка при выполнении,software,critical,45
970,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
971,Проблемы с монитором,Оборудование не отвечает,hardware,critical,43
972,Проверка оборудования,Необходимо обновить ПО,maintenance,high,44
973,Подозрительная активность,Попытка несанкционированного доступа,security,low,40
974,Проблемы с сетью,Ошибка сетевого подключения,network,medium,46
975,Блокировка аккаунта,Не удается создать учетную запись,accounts,high,47
976,Сброс пароля,Не удается сбросить пароль,access,medium,41
977,Не работает принтер,Оборудование не отвечает,hardware,medium,43
978,Не работает ПО,Ошибка при выполнении,software,critical,45
979,Не работает принтер,Оборудование не отвечает,hardware,low,43
980,Неопределенная ошибка,Ошибка без подробного описания,undefined,medium,42
981,Обновление системы,Требуется плановая проверка,maintenance,high,44
982,Нет интернета,Ошибка сетевого подключения,network,medium,46
983,Не работает принтер,Устройство не включается,hardware,high,43
984,Авторизация,Не удается сбросить пароль,access,high,41
985,Создание нового аккаунта,Аккаунт заблокирован,accounts,critical,47
986,Проблемы с сетью,Проблемы с Wi-Fi,network,high,46
987,Несанкционированный доступ,Проблемы с настройками безопасности,security,critical,40
988,Сброс пароля,Не удается сбросить пароль,access,medium,41
989,Проблемы с монитором,Устройство не включается,hardware,high,43
990,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
991,Сломался компьютер,Оборудование не отвечает,hardware,low,43
992,Сброс пароля,Ошибка при входе в систему,access,medium,41
993,Ошибка в программе,Не удается установить обновление,software,medium,45
994,Проблемы с безопасностью,Обнаружена подозрительная активность,security,high,40
995,Блокировка аккаунта,Не удается создать учетную запись,accounts,medium,47
996,Проблемы с доступом,Проблемы с двухфакторной аутентификацией,access,critical,41
997,Сломался компьютер,Оборудование не отвечает,hardware,medium,43
998,Проблемы с сетью,Ошибка сетевого подключения,network,low,46
999,Профилактика,Запуск диагностики,maintenance,critical,44
1000,Неопределенная ошибка,Ошибка без подробного описания,undefined,critical,42
